	v7EBR1	v8EBR1	v12EBR1	v17EBR1	v7MBR1	v8MBR1	v12MBR1	v17MBR1	v7LBR1	v8LBR1	v12LBR1	v17LBR1	v7WBR1	v8WBR1	v12WBR1	v17WBR1	v7EHR1	v8EHR1	v12EHR1	v17EHR1	v7MHR1	v8MHR1	v12MHR1	v17MHR1	v7LHR1	v8LHR1	v12LHR1	v17LHR1	v7WHR1	v8WHR1	v12WHR1	v17WHR1	FemaleA1R1	FemaleA2R1	FemaleA3R1	FemaleA4R1	FemaleO1R1	FemaleO2R1	FemaleO3R1	FemaleO4R1	FemaleH1R1	FemaleH2R1	FemaleH3R1	FemaleH4R1	FemaleL1R1	FemaleL2R1	FemaleL3R1	FemaleL4R1	FemaleM1R1	FemaleM2R1	FemaleM3R1	FemaleM4R1	FemaleT1R1	FemaleT2R1	FemaleT3R1	FemaleT4R1	MaleA1R1	MaleA2R1	MaleA3R1	MaleA4R1	MaleC1R1	MaleC2R1	MaleC4R1	MaleH1R1	MaleH2R1	MaleH3R1	MaleH4R1	MaleL1R1	MaleL2R1	MaleL3R1	MaleL4R1	MaleM1R1	MaleM2R1	MaleM3R1	MaleM4R1	MaleT1R1	MaleT2R1
XP015518893.1	0	0	0	0	0	0	194.077	0	0	22.155	0	0	242.621	342.213	457.201	336.045	41.583	0	0	0	90.388	39.229	0	84.132	137.973	0	71.057	0	0	19.008	53.057	0	80.22	35.1	115.577	283.909	290.952	117.522	239.218	574.107	21.053	59.298	147.398	185.304	469.746	74.926	0	80.917	309.528	70.569	197.711	264.597	214.876	172.916	215.058	104.356	0	82.104	0	92.628	268.387	218.258	0	164.044	103.733	0	114.511	36.523	0	0	0	77.128	0	134.349	348.198	0	36.276
XP015521827.1	0	0	10.804	3.311	1.718	0.393	3.348	3.145	7.09	10.709	0	0	7.909	0.456	8.519	1.83	8.963	9.069	0.772	12.662	10.436	10.692	11.595	11.083	8.038	4.301	10.67	9.778	0	8.741	10.069	6.483	4.832	6.715	0	17.898	12.085	10.544	12.304	11.549	0	4.849	0	8.754	11.081	5.818	1.03	10.669	0	15.011	0	17.356	19.332	11.461	3	12.998	0	0.013	0	0	0	5.248	6.287	12.929	0	4.602	5.951	11.415	4.655	0	3.478	13.657	11.301	20.806	21.43	4.969	15.023
XP015510742.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.307	1.929	1.977	0	2.475	0	0.352	0	0.974	0	0	0	2.029	0	0	0	0	3.534	4.181	1.916	5.461	0	0	0	0	4.267	13.358	11.427	20.878	0	0.476	0	0.921	0	0	1.256	0	0.424	0	0	1.936	0	8.782	0	1.853	0	1.508	1.836	0.988	6.08	8.419	5.021	0	2.371	0	1.252	0	0.717	0.881	2.931	0	1.663
XP015511168.1	8.946	2.234	39.003	41.224	0	38.135	50.518	35.379	58.98	2.561	5.822	19.523	0	0	1.44	0.597	21.169	6.065	26.938	90.149	0.838	8.854	2.892	8.652	0	1.85	0	1.358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015521434.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.696	5.482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.322	0	1.733	0	0	0	0	0	0	1.119	0	3.071	0	7.9	4.308	0	0	0	0	0	0	10.419	0	4.359	0	0	0	3.109	0	0	0	0	0	7.584	0	0	0	0	9.149	23.701	0	0	2.315	0	0
XP015516732.1	19.772	5.064	10.71	20.829	0	30.182	28.945	3.369	20.022	22.995	11.792	14.828	14.367	4.783	21.146	21.228	18.539	18.613	15.936	24.775	17.854	26.104	24.911	26.313	9.098	9.082	26.8	7.217	16.623	17.481	21.881	20.177	19.891	19.165	25.509	31.814	20.421	27.32	29.448	30.455	22.158	26.309	21.978	29.437	13.432	31.329	22.001	22.672	15.023	21.892	26.593	32.698	22.425	21.729	32.539	37.529	33.165	24.317	32.396	28.433	5.662	41.166	22.006	11.03	16.834	13.48	20.265	19.542	31.24	29.369	23.301	20.972	24.544	15.75	24.991	6.03	23.229
XP015516015.1	0	0	0	0.315	0	0	0	0	0	0.13	0	0	0	0	0.222	0.422	1.086	0.266	0.651	0.363	0.505	0	0	0.467	0.261	0	0	0.546	0.44	0.14	0.302	0.914	1.418	0.907	2.775	1.26	1.124	0.71	1.446	2.011	0.708	1.739	1.249	1.743	0.362	2.062	1.862	1.74	0.867	0.712	0	1.923	0.717	1.077	1.496	1.103	0.709	0.425	1.855	1.524	0.455	0.529	2.331	0.322	0.595	0.159	0.936	0.611	0	1.061	1.49	0	1.391	1.532	2.081	0	0.645
KMQ92559.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.408	10.701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015516900.1	4.013	1.489	9.31	12.04	14.384	6.861	3.686	0	12.632	0.029	1.142	3.58	0	21.626	9.002	0	10.251	15.59	0	3.358	10.09	18.51	20.438	11.969	11.022	13.243	7.14	2.214	0	6.687	4.103	0	10.009	7.506	13.049	20.751	15.855	14.826	6.805	15.997	8.036	18.058	11.525	20.826	0.255	6.471	6.638	4.509	0.668	9.721	7.672	20.046	9.694	21.801	26.063	23.555	2.757	19.899	13.086	11.876	4.564	19.718	3.984	15.571	13.053	16.609	14.868	3.053	13.522	4.749	5.093	8.485	13.029	22.656	17.557	11.198	19.691
XP015513524.1	0	0	5.414	1.36	0	0.932	0	0	0	0.695	0	0	4.445	0	0	2.761	1.369	0	2.152	0	1.502	1.876	0	1.472	2.217	0	0	5.313	2.168	2.806	0	0	5.69	3.601	3.968	3.851	3.601	0	4.216	9.794	3.877	2.634	0	7.4	3.68	2.409	6.192	4.838	8.458	7.397	0	6.251	4.545	7.044	3.106	5.026	0	2.627	4.751	3.365	5.175	7.18	10.176	5.718	2.277	5.507	2.918	1.261	0	2.879	6.073	8.867	3.928	6.499	4.729	0	0
XP015512402.1	20.441	26.065	58.954	0	59.684	49.744	42.64	44.476	31.806	43.211	22.884	28.676	14.445	0	0	26.033	8.592	7.215	8.566	4.242	1.688	7.691	5.822	4.37	13.933	5.561	8.766	0	0	0	1.232	1.527	0	3.274	0.899	0.665	0	0	0	0	2.837	1.056	0	1.812	1.563	1.164	0	0	0	0	0	0	0.453	0.804	2.508	0	0	0	0	0	0	35.494	66.945	6.37	2.42	0	0.535	0	0	0	0.98	3.59	4.271	1.044	2.216	0	0
XP015510790.1	0.293	0	0	1.123	0	0.393	0	0	0	0.478	0	0	1.971	0.615	0	0.557	0.452	0	0	0	0	0.635	0	0.103	0	0	0	0	0.891	0.516	0	0	4.464	5.517	4.071	3.693	0.448	0.635	0.647	0.284	0.455	0.27	0	0.4	5.094	1.899	1.044	0.658	3.076	8.033	0.712	2.149	0.207	0.56	0	0.281	5.127	1.34	1.753	1	0.973	0.476	2.094	0.596	0	0.931	0.498	0.986	0	0.815	0.459	2.091	0.993	0.725	1.204	0	0.984
XP011267295.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.698	0	0	0	0	0	0	0	0	0	0	21.147
XP015521241.1	0.836	0	1.015	0	0	1.151	0	0	0	0.347	0	1.216	0.964	5.463	0.665	2.061	1.329	5.143	0	0.726	0.292	1.251	7.974	1.789	1.467	3.401	3.4	5.623	3.939	2.43	0	1.049	3.959	1.118	0.612	3.851	0	0	0	0	0	2.525	0.59	1.38	0	0.796	0	1.292	0	2.254	0	0.526	0.622	1.659	0	0	0	0	2.566	3.694	0	0	0	2.621	1.653	0.911	0.729	0	0	1.595	0	2.459	0	0.712	1.012	0	0
XP015524812.1	79.675	17.427	23.159	14.109	33.384	19.781	17.668	17.409	0	10.086	30.586	34.925	11.042	0	11.348	18.825	15.14	22.017	11.158	0	31.268	53.576	45.499	14.471	16.745	38.828	25.876	10.7	15.003	46.734	28.987	0	29.876	31.956	14.027	12.927	94.603	26.752	21.777	4.749	17.248	20.697	16.774	13.494	250.49	36.385	82.806	44.202	51.661	51.399	23.997	27.101	74.697	9.443	44.057	19	0	7.469	0	0	0	11.925	0	24.89	9.444	0	6.255	36.57	31.18	31.849	19.194	49.155	53.439	36.691	51.871	0	16.512
XP015522201.1	1287.797	1257.4	1284.179	1404.652	1801.473	1198.366	1448.634	1219.72	1415.187	984.368	2084.975	1426.384	709.511	732.591	585.579	617.375	1700.244	1426.633	1184.694	874.935	1158.384	2031.091	1069.464	1025	814.282	1229.119	1263.928	964.488	644.066	1075.63	825.771	503.897	919.447	1082.629	1050.661	930.506	1473.827	991.051	669.799	567.722	994.052	747.418	729.575	568.196	1294.543	668.411	763.827	623.701	909.329	1090.349	599.825	513.439	772.748	831.682	877.92	548.486	1003.093	739.662	1418.705	635.973	608.594	702.552	556.519	919.553	586.218	661.889	611.906	1320.597	709.977	652.436	669.017	1239.807	941.117	856.904	700.402	256.357	465.042
XP015509336.1	15.592	5.511	13.394	13.597	3.22	10.969	12.765	1.685	12.37	13.024	16.951	8.41	35.923	48.534	46.854	42.972	15.275	19.45	26.336	23.984	13.879	24.149	19.731	27.572	15.384	16.614	21.192	26.389	21.925	31.36	32.12	41.226	74.93	52.464	56.584	33.372	72.75	59.026	53.252	35.715	40.265	50.105	39.6	26.551	120.981	164.211	95.38	75.068	62.459	46.437	40.475	27.424	78.525	73.726	32.785	52.64	59.591	46.816	36.64	56.477	46.304	47.106	53.327	32.627	24.116	24.499	32.045	40.368	67.604	52.834	76.583	20.972	27.835	23.767	28.049	47.508	38.664
XP015512154.1	5.225	4.022	5.892	7.409	0	12.396	8.978	2.696	11.035	7.901	6.228	5.674	33.674	49.084	41.346	46.648	10.777	11.75	27.781	13.704	6.78	8.62	13.872	14.969	15.107	7.642	11.837	14.132	8.381	9.676	13.005	14.899	37.145	30.533	33.866	18.983	18.272	29.906	26.841	24.149	52.596	47.919	45.01	39.497	9.933	19.067	20.533	18.719	14.562	18.612	15.551	14.689	10.486	14.24	7.963	13.279	39.356	36.084	28.61	37.493	21.936	24.437	19.641	41.239	51.354	42.001	51.393	13.349	19.963	26.133	21.46	10.704	14.255	19.064	16.113	4.241	16.951
XP015520984.1	0	0	0	0	0	0.83	0	0	0	1.245	0	3.074	1.337	3.191	2.387	2.387	2.671	0.599	0	1.591	0.505	0	0	1.433	0	0	0	0	2.619	0.839	0.944	5.288	2.244	0.98	2.727	1.715	0	1.764	6.69	0	0.592	1.383	0	2.533	0	1.17	0	2.542	1.115	0	0	1.901	0	0	0	1.137	13.221	3.356	4.955	2.999	0	1.11	0	1.528	0	1.434	1.283	0.885	1.644	5.594	4.243	0	4.615	1.145	2.251	0	3.252
XP015189940.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997	2.474	0	0	0	0	0.439	0	0	2.011	0	0	0	0	0	0.452	0	6.286	0.353	0	0.922	1.015	0	0	0	0	0.505	0.235	0	1.18	0	0	2.636	0	2.471	1.689	1.577	3.96	0	0	0	0	0	7.854	0	4.438	0	1.044	0	0	0	0.688	1.094	0	0	0	0	0	2.635	0	0	0	1.736
XP015511749.1	0	0	0	0	0	0	0	0	0	0	0	0	1.606	0	0	1.368	1.652	2.129	0	0	0.479	0.518	0	0.127	6.693	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.883	0	0	0	0	0	0	0	4.394	2.291	1.425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.144	2.401
XP015514571.1	30.474	29.342	46.435	29.046	13.633	21.995	26.747	7.076	14.942	22.126	13.156	24.015	158.822	61.181	126.172	160.217	64.89	79.112	72.573	47.009	26.801	40.402	29.783	41.156	59.782	56.382	31.496	60.836	262.971	210.654	277.477	266.598	15.812	11.768	12.699	13.802	45.357	42.46	40.542	47.043	22.973	13.364	15.37	23.928	55.737	73.395	72.889	127.482	16.908	27.859	13.989	23.652	34.486	27.05	19.824	40.814	13.205	13.757	13.162	16.216	37.318	34.143	38.808	8.353	5.217	7.788	8.188	34.684	35.463	33.321	30.315	24.705	21.045	27.02	24.29	12.854	24.186
XP012269132.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.148	0	0	0	0	0	0	0	0	0	0	0	0	0	4.413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP020708963.1	3.177	0	0	0	0	0	0	0	0	1.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.172	0	0	11.612	9.43	10.703	11.667	0	0	0	0	0	0	2.281	0	0	1.545	0	0	0	0	0	2.044	0	0	0	0	24.668	45.556	66.063	5.999	0	0	0	0	0	1.772	0	4.517	0	0	0	0	0	0	0	28.491	0
XP015515141.1	25.457	17.278	29.634	40.258	17.39	66.816	16.603	32.683	77.342	64.483	75.102	37.965	93.435	72.678	78.251	75.458	2.374	2.681	0	1.302	0.691	2.238	9.507	2.224	4.37	2.03	3.381	4.472	7.834	3.612	7.066	9.371	28.642	36.718	26.375	22.274	51.773	48.61	32.981	32.755	5.205	4.981	4.556	3.64	12.762	22.088	13.107	9.617	6.868	10.74	10.031	5.034	16.899	19.072	17.897	19.844	69.651	67.139	67.206	62.976	22.971	43.581	34.865	6.237	1.973	3.27	4.571	17.013	20.193	14.734	13.234	14.669	14.304	11.921	9.635	15.306	12.07
XP015517398.1	0	9.086	6.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015511920.1	1.923	0	1.178	5.419	0	1.02	1.775	3.594	0	2.301	1.548	5.235	1.771	0	4.632	3.946	2.704	0.371	0	1.693	0.838	0.743	0	2.557	1.28	1.98	7.252	2.177	4.582	2.172	1.481	4.27	0.409	0.653	0.358	0.263	0.776	2.182	1.107	0.483	0.975	2.571	1.026	0.69	0	0.259	1.022	1.124	0.482	0	0.613	0.616	0	11.884	1.997	2.188	0	0	0	0.427	2.488	12.388	12.534	0.505	1.928	5.583	4.462	0	2.54	0.463	1.173	0	0.68	0.834	1.763	0	7.741
XP015511302.1	17.013	6.405	75.766	56.378	96.933	77.304	247.216	31.56	64.585	32.632	52.807	49.516	28.092	20.758	19.253	40.196	0	1.331	0	0	0.292	3.89	0	0.309	0.758	0	0	0	0	0	0	0	0.962	0	0	0.936	0.686	16.522	2.97	1.727	1.047	0.654	0	0.411	6.657	2.477	2.278	4.683	0	0	0	0.548	0.651	0.574	1.777	1.729	0	0	0	0	1.478	2.891	3.191	0	0	0.472	0	0.603	1.131	0	3.49	1.274	0	0	0	0	1.197
XP015521352.1	13.92	2.383	61.1	18.444	21.576	73.866	53.849	27.854	69.578	20.448	21.558	14.389	1.693	2.373	2.165	3.421	217.748	79.958	188.694	117.091	212.35	344.49	90.13	252.326	94.749	71.726	82.305	160.554	15.711	16.761	16.008	18.005	0.353	1.466	0.533	0.394	1.005	0.815	1.657	0.721	2.917	2.404	2.694	1.417	4.658	1.477	2.592	0.281	0.358	0	1.141	0.113	2.169	0.725	2.235	1.086	0	1.141	1.397	1.768	0	1.815	0.678	3.048	1.979	2.594	4.614	1.018	0.716	1.214	0.295	0.54	0.895	1.24	1.211	3.18	3.398
KMQ90492.1	6.396	0	0	0	0	2.258	0	0	6.741	4.139	0	0	3.768	14.181	25.839	11.25	7.756	7.52	0	22.663	2.247	4.877	0	20.922	8.576	6.631	13.251	0	5.119	4.73	0	16.343	2.717	0	10.774	4.411	0	0	3.72	9.731	6.541	19.659	6.871	14.59	4.169	0	1.716	2.518	0	4.39	0	2.059	0	2.147	0	0	0	10.215	9.986	2.877	5.562	0	23.991	23.797	3.226	12.46	11.391	4.541	0	0	7.863	0	0	0	1.968	0	4.509
NlOR26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.519	0.247	0	0	0	0.371	0	0.174	0	0	0	0	1.03	0.237	0	0	45.471	41.234	33.699	12.332	0	0	0	0	0	0.063	0	0.153	0	0.626	0.175	0	0	0.44	0	0	0.49	0.215	0	0	2.209	13.332	13.543	6.657	0	0	0	0	0	0	0	0	1.284	0	0	0.967	0	0.562	0	0	0.226
XP015510843.1	0	0	9.684	4.059	1.932	0	20.66	7.525	17.85	0	0	0	0	1.339	14.5	11.338	23.739	0	0	21.686	4.44	30.15	0	0.016	4.533	0	18.313	36.794	0	0	0	18.577	7.966	16.334	0	0	13.388	0	20.12	24.001	0	0.757	14.906	28.316	0	0.054	0	14.628	14.404	0	18.629	0.03	9.402	18.44	20.203	10.741	28.538	0	0	19.228	1.939	13.361	0	0	0.749	4.57	0	0	0.022	0	0	0	0	0	0	11.927	13.114
XP012268979.1	0	0	0	0	0	0	0	0	0	9.826	0	0	0	202.406	0	0	0	0	0	20.207	0	8.698	0	16.584	20.398	0	0	0	0	0	0	0	3.238	0	0	0	0	0	0	0	0	8.768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015521150.1	3.637	0.894	2.567	1.044	3.65	0.364	1.961	3.819	1.098	0.217	1.695	1.554	11.008	4.602	12.99	6.254	3.352	6.911	0	8.726	3.098	2.766	2.52	11.874	5.56	1.61	6.446	2.369	0.826	2.301	1.075	3.979	6.62	3.535	6.989	4.726	4.188	4.147	6.031	8.942	1.271	2.588	4.086	5.604	5.413	5.287	4.169	7.338	4.68	5.688	3.989	3.667	9.647	5.924	9.758	7.892	3.579	7.442	2.439	3.731	4.508	7.043	3.889	2.754	3.661	2.307	5.768	7.359	6.906	2.017	8.928	5.442	5.178	3.158	6.697	2.319	4.389
XP015518703.1	23.242	7.596	36.903	26.997	0	30.094	31.278	6.851	24.079	21.432	10.834	13.207	49.535	66.188	62.23	48.518	33.065	34.071	33.359	30.031	23.052	40.89	19.693	33.62	18.783	35.128	37.669	26.935	40.126	52.163	45.61	40.966	61.331	50.795	72.304	80.642	84.557	71.558	100.248	90.103	60.928	54.019	83.155	79.116	83.642	83.732	105.033	108.685	57.649	49.542	62.787	69.423	77.384	72.836	58.927	86.717	68.539	59.989	85.145	83.935	81.39	121.018	88.463	47.398	47.19	55.391	61.027	84.501	92.244	86.642	87.902	72.376	85.405	85.974	90.476	37.967	91.732
EFN77420.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.315	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015524491.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.228	0	0.53	3.913	3.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.033	0	0	0	0	0	0	0.899	0	0
XP012258985.1	0	0	0	0	0	0	0	0	0	0	0	0	4.688	0	3.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43	0	0	0	0	0	0	0	0	0	1.975	0	0	0	0	0	0	0	0	0	2.671	0	0	0	0	0	0	0	0	0	0	0	0	1.769	0	0	0	0	0	0	0	0	0	0
XP015523794.1	0	0	0	2.916	0	0	0	0	0	0	0	2.499	3.88	3.328	1.772	0.756	0	0	2.386	0	0	0	0	0	0	0	8.325	0	0	0	0	0	0	0	0	1.392	0	0	4.156	30.489	1.285	2.582	2.132	10.682	0	0	0	0	1.025	0	0	1.63	1.009	15.374	0	57.292	0	0	0	1.902	0	5.045	0	0	0	0	1.842	1.182	0.907	0	0	0	0	0	0	0	4.609
XP015512608.1	2.174	0	0	0	13.418	1.617	2.959	0	14.879	0.651	2.174	0	36.305	0	0	0	5.274	0	1.65	0	1.835	0.362	0	0.127	3.53	0.9	0	0	82.645	3.408	0	0	0	0.61	0	0.595	1.601	7.779	1.083	2.085	0	0	0	0	0.627	0	1.336	1.274	0	1.012	0	0	0	0	0	0	0.935	0	0	0	0	0	0	0	0	0	0	1.55	0	0.674	0.504	0	0	3.287	0	0	0
XP015514072.1	345.578	278.975	1186.468	295.426	181.843	331.415	536.834	94.792	456.363	368.84	373.371	246.772	607.994	601.38	880.417	697.288	738.244	648.902	440.354	422.238	567.573	659.455	354.45	491.067	595.835	510.372	676.969	608.351	905.641	1124.945	1008.553	954.049	359.626	287.127	332.433	965.847	764.486	512.608	548.571	660.115	334.941	449.529	643.796	542.045	393.442	573.915	469.13	645.607	247.578	220.222	183.852	453.512	878.366	566.571	383.86	589.639	175.934	238.749	307.574	564.939	509.707	556.235	583.904	321.88	107.903	295.865	605.858	444.63	242.896	301.296	244.247	335.496	278.388	465.831	606.91	408.488	731.512
XP015518058.1	40.841	18.32	40.368	31.135	5.797	47.705	15.402	33.357	48.183	34.456	31.986	21.921	16.364	36.198	15.829	19.103	21.486	24.308	17.501	36.869	11.579	30.052	31.72	24.706	20.43	21.995	23.68	24.241	14.381	26.544	17.686	28.156	25.572	22.279	18.861	4.787	26.379	16.365	18.977	14.906	28.634	27.015	11.697	13.61	9.582	17.835	13.801	18.617	13.096	32.472	6.271	12.074	14.881	13.17	16.208	10.764	0	11.435	16.567	22.703	17.035	8.27	15.312	9.544	13.991	23.633	6.741	6.952	0	13.134	10.039	17.135	3.579	19.186	10.548	3.644	12.09
XP015509952.1	3.052	0	3.78	0	0	0	28.844	0	6.441	5.267	9.987	0	0	0	0	0	0	2.396	0	2.707	0	1.163	14.854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49	0	0	0	0.585	0	0	0	0	0	0	0	0	0	0	0	2.054	0	0	0	0	0	0	0	2.591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.155
XP015512428.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0.769	0	0	0	0	0	0	0	0	2.513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.601	0	0	0	0	0	0	0	0	5.253	0	0
XP015520005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.716	0	0	0	0	12.686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015511537.1	1.63	9.086	14.012	3.251	0	7.982	6.103	17.97	6.828	3.488	0	2.398	9.541	3.589	9.153	5.697	5.233	2.538	0	1.433	0	3.704	7.861	3.823	2.894	6.711	4.473	0	5.183	9.568	3.343	4.135	3.438	7.731	4.246	4.464	1.303	3.699	9.407	4.925	5.964	4.04	2.321	3.108	4.222	5.498	4.337	5.089	3.248	0	0	2.081	1.226	3.267	0	8.208	0	5.16	2.515	1.463	0	0	0	0	1.63	2.702	4.322	4.596	4.311	0	3.983	2.429	1.152	0	2.988	0	1.144
XP015515335.1	0	0	0	0	0	0	0	0	0	0	0	0	19.967	0	0	0	4.559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.21	0	0	0	1.558	0	6.449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XP015522951.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.66	0	0	0	0	0	4.013	0	0	0	0	8.854	0	5.703	0	3.919	0	2.067	0	0	0	0	0	0	0	0	0	21.631	0	0	0	0	0	0	0	0	7.432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.881	0	0	0	0
XP015523657.1	11.746	8.192	10.769	20.809	0	21.777	11.497	8.087	19.273	23.443	15.662	18.206	12.206	23.175	26.977	21.013	15.916	10.581	16.623	9.257	12.55	15.275	21.15	14.581	14.014	12.633	16.812	17.902	11.859	14.643	17.515	7.231	29.059	30.715	26.916	23.955	30.367	36.803	42.526	38.976	50.163	32.059	37.526	26.319	22.035	19.23	22.081	22.379	27.08	25.473	11.164	20.647	17.455	23.568	19.921	28.959	9.803	26.625	25.434	22.703	17.434	20.874	9.959	32.83	24.848	26.507	19.913	16.113	22.913	31.005	27.414	16.7	14.592	19.511	16.899	11.728	14.371
XP015522979.1	0	0.447	0	0	0	0	3.111	1.797	0	0	0	0.507	0	2.525	0.363	0.812	0.479	2.139	0	0	0	0	0	0	0	1.21	5	10.589	5.366	4.591	2.53	0.416	0	0	0	0	0	4.155	0	0	0	0.333	0	2.481	0	0	0.971	4.928	0	6.016	4.387	0	0	0	0	0	0.177	0	0	0	0	1.912	0	0	5.182	0	0	0	0	0	0	0	0	0	0	1.458	0
XP015513333.1	0	0	0	0	0	0	0	0	0	0	0	6.924	0	0	0	0	0	0	0	0	0	0	5.444	0	0	0	0	0	0	0	0	0	0	0	4.556	2.836	0	0	0	0	0	0	0	2.986	10.72	0	0	0	0	0	0	0	0	0	0	0	4.418	0	13.416	0	0	0	16.477	0	0	0	0	0	0	0	0	0	0	0	0	0	8.126
XP015517795.1	10.116	6.107	20.954	7.606	3.65	30.269	9.062	3.706	25.589	29.42	17.357	13.207	10.14	8.407	8.378	10.797	19.011	0	16.262	16.802	11.991	14.953	8.6	21.041	0	7.602	15.367	22.529	4.046	4.806	7.565	9.049	9.809	11.39	0	6.599	2.089	9.961	29.793	29.006	5.458	24.697	31.222	30.786	9.571	10.772	5.791	19.688	21.299	7.635	23.323	11.894	5.63	5.285	0	25.651	26.716	0	0	22.313	31.22	14.386	7.134	32.795	39.771	28.202	34.337	7.657	0	0	20.106	16.685	9.064	16.069	17.175	4.506	14.803
XP015512360.1	25.165	14.597	26.251	22.425	23.831	40.917	29.503	41.444	47.109	37.784	21.889	28.339	27.667	44.598	18.508	30.322	33.868	24.954	19.965	17.323	28.862	39.2	27.139	33.097	21.482	25.476	22.377	22.972	19.682	24.985	22.471	26.41	25.981	36.595	28.658	39.463	34.754	21.701	20.785	28.342	28.576	27.049	25.611	25.087	51.015	35.262	30.231	25.926	24.65	24.523	22.19	21.909	29.064	27.417	37.95	21.533	29.505	30.313	40.985	35.713	14.572	19.438	10.481	29.691	29.292	20.529	16.418	28.162	38.681	22.796	27.477	29.315	24.703	31.615	21.656	5.036	22.457
KOX76421.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.731	0	0	2.903	0	1.108	0	0	0	0	0	0	0	0	1.306	4.138	3.284	4.621	1.233	0	0	0	40.351	49.595	48.409	46.871	0	0	0	0	0	0	0	0	8.27	8.832	3.916	5.939	0	0	16.617	0	0	0	0	42.809	46.115	42.593	53.788	1.683	0	4.439	0	16.52	0	0	0	0	5.952
XP014207819.1	0	0	0	0	0	0	0	0	0	0	0	0	5.391	0	14.772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.649	0	0	0	0	0	0	0	0	1.756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
